Date,Open,High,Low,Close,Adj Close,Volume
2015-07-17,32.270000,32.404999,32.077499,32.404999,29.496328,184658800
2015-07-20,32.742500,33.242500,32.674999,33.017502,30.053843,235600800
2015-07-21,33.212502,33.230000,32.580002,32.687500,29.753469,307025600
2015-07-22,30.497499,31.375000,30.497499,31.305000,28.495060,461802400
2015-07-23,31.549999,31.772499,31.264999,31.290001,28.481411,203998000
2015-07-24,31.330000,31.434999,30.975000,31.125000,28.331213,168649200
2015-07-27,30.772499,30.902500,30.530001,30.692499,27.937540,177822000
2015-07-28,30.844999,30.977501,30.637501,30.844999,28.076349,134472400
2015-07-29,30.787500,30.875000,30.567499,30.747499,27.987604,148046800
2015-07-30,30.580000,30.642500,30.427500,30.592501,27.846521,134513200
2015-07-31,30.650000,30.660000,30.227501,30.325001,27.603025,171540000
2015-08-03,30.375000,30.642500,29.379999,29.610001,26.952211,279904000
2015-08-04,29.355000,29.424999,28.312500,28.660000,26.087477,496554400
2015-08-05,28.237499,29.360001,28.025000,28.850000,26.260422,397250400
2015-08-06,28.992500,29.125000,28.530001,28.782499,26.317570,211612000
2015-08-07,28.645000,29.062500,28.625000,28.879999,26.406717,154681600
2015-08-10,29.132500,29.997499,29.132500,29.930000,27.366798,219806400
2015-08-11,29.452499,29.545000,28.332500,28.372499,25.942684,388331200
2015-08-12,28.132500,28.855000,27.407499,28.809999,26.342714,404870000
2015-08-13,29.010000,29.100000,28.635000,28.787500,26.322145,194143200
2015-08-14,28.580000,29.077499,28.502501,28.990000,26.507301,171718000
2015-08-17,29.010000,29.412500,28.875000,29.290001,26.781610,163538800
2015-08-18,29.107500,29.360001,29.002501,29.125000,26.630737,138242800
2015-08-19,29.025000,29.129999,28.670000,28.752501,26.290138,193146000
2015-08-20,28.520000,28.587500,27.907499,28.162500,25.750660,274006400
2015-08-21,27.607500,27.975000,26.412500,26.440001,24.175688,513102000
2015-08-24,23.717501,27.200001,23.000000,25.780001,23.572206,648825200
2015-08-25,27.777500,27.777500,25.875000,25.934999,23.713930,414406400
2015-08-26,26.772499,27.472500,26.262501,27.422501,25.074043,387098400
2015-08-27,28.057501,28.309999,27.504999,28.230000,25.812387,338464400
2015-08-28,28.042500,28.327499,27.885000,28.322500,25.896963,212657600
2015-08-31,28.007500,28.632500,28.000000,28.190001,25.775814,224917200
2015-09-01,27.537500,27.969999,26.840000,26.930000,24.623722,307383600
2015-09-02,27.557501,28.084999,27.282499,28.084999,25.679802,247555200
2015-09-03,28.122499,28.195000,27.510000,27.592501,25.229485,212935600
2015-09-04,27.242500,27.612499,27.127501,27.317499,24.978033,199985200
2015-09-08,27.937500,28.139999,27.580000,28.077499,25.672945,219374400
2015-09-09,28.440001,28.504999,27.442499,27.537500,25.179193,340043200
2015-09-10,27.567499,28.320000,27.475000,28.142500,25.732380,251571200
2015-09-11,27.947500,28.552500,27.940001,28.552500,26.107267,199662000
2015-09-14,29.145000,29.222500,28.715000,28.827499,26.358709,233453600
2015-09-15,28.982500,29.132500,28.605000,29.070000,26.580452,173364800
2015-09-16,29.062500,29.135000,28.860001,29.102501,26.610170,148694000
2015-09-17,28.915001,29.122499,28.430000,28.480000,26.040974,256450400
2015-09-18,28.052500,28.575001,27.967501,28.362499,25.933542,297141200
2015-09-21,28.417500,28.842501,28.415001,28.802500,26.335855,200888000
2015-09-22,28.344999,28.545000,28.129999,28.350000,25.922108,201384800
2015-09-23,28.407499,28.680000,28.325001,28.580000,26.132416,143026800
2015-09-24,28.312500,28.875000,28.092501,28.750000,26.287851,200878000
2015-09-25,29.110001,29.172501,28.504999,28.677500,26.221561,224607600
2015-09-28,28.462500,28.642500,28.110001,28.110001,25.702667,208436000
2015-09-29,28.207500,28.377501,26.965000,27.264999,24.930027,293461600
2015-09-30,27.542500,27.885000,27.182501,27.575001,25.213474,265892000
2015-10-01,27.267500,27.405001,26.827499,27.395000,25.048897,255716400
2015-10-02,27.002501,27.752501,26.887501,27.594999,25.231770,232079200
2015-10-05,27.469999,27.842501,27.267500,27.695000,25.323206,208258800
2015-10-06,27.657499,27.934999,27.442499,27.827499,25.444361,192787200
2015-10-07,27.934999,27.942499,27.352501,27.695000,25.323206,187062400
2015-10-08,27.547501,27.547501,27.052500,27.375000,25.030605,247918400
2015-10-09,27.500000,28.070000,27.372499,28.030001,25.629517,211064400
2015-10-12,28.182501,28.187500,27.860001,27.900000,25.510647,121868800
2015-10-13,27.705000,28.112499,27.670000,27.947500,25.554087,132197200
2015-10-14,27.822500,27.879999,27.389999,27.552500,25.192905,177849600
2015-10-15,27.732500,28.025000,27.622499,27.965000,25.570082,150694000
2015-10-16,27.945000,28.000000,27.632500,27.760000,25.382639,156930400
2015-10-19,27.700001,27.937500,27.527500,27.932501,25.540365,119036800
2015-10-20,27.834999,28.542500,27.705000,28.442499,26.006687,195871200
2015-10-21,28.500000,28.895000,28.424999,28.440001,26.004408,167180800
2015-10-22,28.582500,28.875000,28.525000,28.875000,26.402147,166616400
2015-10-23,29.174999,29.807501,29.082500,29.770000,27.220503,237467600
2015-10-26,29.520000,29.532499,28.730000,28.820000,26.351856,265335200
2015-10-27,28.850000,29.135000,28.497499,28.637501,26.184996,279537600
2015-10-28,29.232500,29.825001,29.014999,29.817499,27.263933,342205600
2015-10-29,29.674999,30.172501,29.567499,30.132500,27.551954,204909200
2015-10-30,30.247499,30.305000,29.862499,29.875000,27.316509,197461200
2015-11-02,30.200001,30.340000,29.902500,30.295000,27.700542,128813200
2015-11-03,30.197500,30.872499,30.174999,30.642500,28.018282,182076000
2015-11-04,30.782499,30.955000,30.405001,30.500000,27.887987,179544400
2015-11-05,30.462500,30.672501,30.045000,30.230000,27.759426,158210800
2015-11-06,30.277500,30.452499,30.155001,30.264999,27.791569,132169200
2015-11-09,30.240000,30.452499,30.012501,30.142500,27.679075,135485600
2015-11-10,29.225000,29.517500,29.014999,29.192499,26.806715,236511600
2015-11-11,29.092501,29.355000,28.802500,29.027500,26.655203,180872000
2015-11-12,29.065001,29.205000,28.912500,28.930000,26.565670,130102400
2015-11-13,28.799999,28.892500,28.067499,28.084999,25.789726,183249600
2015-11-16,27.844999,28.559999,27.750000,28.545000,26.212130,152426800
2015-11-17,28.730000,28.762501,28.330000,28.422501,26.099644,110467600
2015-11-18,28.940001,29.372499,28.875000,29.322500,26.926094,186698800
2015-11-19,29.410000,29.937500,29.190001,29.695000,27.268147,173183200
2015-11-20,29.799999,29.980000,29.712500,29.825001,27.387527,137148400
2015-11-23,29.817499,29.932501,29.334999,29.437500,27.031691,129930000
2015-11-24,29.332500,29.837500,29.280001,29.719999,27.291105,171212800
2015-11-25,29.802500,29.807501,29.480000,29.507500,27.095972,85553200
2015-11-27,29.572500,29.602501,29.400000,29.452499,27.045465,52185600
2015-11-30,29.497499,29.852501,29.437500,29.575001,27.157957,156721200
2015-12-01,29.687500,29.702499,29.215000,29.334999,26.937572,139409600
2015-12-02,29.334999,29.527500,29.020000,29.070000,26.694223,133546400
2015-12-03,29.137501,29.197500,28.555000,28.799999,26.446293,166278000
2015-12-04,28.822500,29.812500,28.777500,29.757500,27.325539,231108000
2015-12-07,29.745001,29.965000,29.452499,29.570000,27.153368,128336800
2015-12-08,29.379999,29.650000,29.215000,29.557501,27.141886,137238000
2015-12-09,29.410000,29.422501,28.770000,28.905001,26.542709,185445600
2015-12-10,29.010000,29.235001,28.877501,29.042500,26.668972,116850800
2015-12-11,28.797501,28.847500,28.212500,28.295000,25.982561,187544800
2015-12-14,28.045000,28.170000,27.447500,28.120001,25.821873,257274800
2015-12-15,27.985001,28.200001,27.587500,27.622499,25.365026,213292400
2015-12-16,27.767500,27.997499,27.200001,27.834999,25.560158,224954000
2015-12-17,28.004999,28.062500,27.245001,27.245001,25.018375,179091200
2015-12-18,27.227501,27.379999,26.452499,26.507500,24.341152,385813200
2015-12-21,26.820000,26.842501,26.392500,26.832500,24.639587,190362400
2015-12-22,26.850000,26.930000,26.612499,26.807501,24.616632,131157600
2015-12-23,26.817499,27.212500,26.799999,27.152500,24.933434,130629600
2015-12-24,27.250000,27.250000,26.987499,27.007500,24.800287,54281600
2015-12-28,26.897499,26.922501,26.545000,26.705000,24.522511,106816800
2015-12-29,26.740000,27.357500,26.715000,27.184999,24.963282,123724800
2015-12-30,27.145000,27.174999,26.795000,26.830000,24.637293,100855200
2015-12-31,26.752501,26.757500,26.205000,26.315001,24.164385,163649200
2016-01-04,25.652500,26.342501,25.500000,26.337500,24.185041,270597600
2016-01-05,26.437500,26.462500,25.602501,25.677500,23.578981,223164000
2016-01-06,25.139999,25.592501,24.967501,25.174999,23.117554,273829600
2016-01-07,24.670000,25.032499,24.107500,24.112499,22.141882,324377600
2016-01-08,24.637501,24.777500,24.190001,24.240000,22.258959,283192000
2016-01-11,24.742500,24.764999,24.334999,24.632500,22.619383,198957600
2016-01-12,25.137501,25.172501,24.709999,24.990000,22.947670,196616800
2016-01-13,25.080000,25.297501,24.325001,24.347500,22.357676,249758400
2016-01-14,24.490000,25.120001,23.934999,24.879999,22.846655,252680400
2016-01-15,24.049999,24.427500,23.840000,24.282499,22.297993,319335600
2016-01-19,24.602501,24.662500,23.875000,24.165001,22.190090,212350800
2016-01-20,23.775000,24.547501,23.355000,24.197500,22.219931,289337600
2016-01-21,24.264999,24.469999,23.735001,24.075001,22.107447,208646000
2016-01-22,24.657499,25.365000,24.592501,25.355000,23.282843,263202000
2016-01-25,25.379999,25.382500,24.802500,24.860001,22.828293,207178000
2016-01-26,24.982500,25.219999,24.517500,24.997499,22.954552,300308000
2016-01-27,24.010000,24.157499,23.334999,23.355000,21.446291,533478800
2016-01-28,23.447500,23.629999,23.097500,23.522499,21.600098,222715200
2016-01-29,23.697500,24.334999,23.587500,24.334999,22.346199,257666000
2016-02-01,24.117500,24.177500,23.850000,24.107500,22.137285,163774000
2016-02-02,23.855000,24.010000,23.570000,23.620001,21.689634,149428800
2016-02-03,23.750000,24.209999,23.520000,24.087500,22.118927,183857200
2016-02-04,23.965000,24.332500,23.797501,24.150000,22.296656,185886800
2016-02-05,24.129999,24.230000,23.422501,23.504999,21.701155,185672400
2016-02-08,23.282499,23.924999,23.260000,23.752501,21.929657,216085600
2016-02-09,23.572500,23.985001,23.482500,23.747499,21.925043,177324800
2016-02-10,23.980000,24.087500,23.525000,23.567499,21.758856,169374400
2016-02-11,23.447500,23.680000,23.147499,23.424999,21.627289,200298800
2016-02-12,23.547501,23.625000,23.252501,23.497499,21.694227,161405600
2016-02-16,23.754999,24.212500,23.652500,24.160000,22.305885,196231600
2016-02-17,24.167500,24.552500,24.037500,24.530001,22.647488,179452800
2016-02-18,24.709999,24.722500,24.022499,24.065001,22.218178,156084000
2016-02-19,24.000000,24.190001,23.950001,24.010000,22.167398,141496800
2016-02-22,24.077499,24.225000,23.980000,24.219999,22.361282,137123200
2016-02-23,24.100000,24.125000,23.637501,23.672501,21.855801,127770400
2016-02-24,23.495001,24.094999,23.330000,24.025000,22.181250,145022800
2016-02-25,24.012501,24.190001,23.812500,24.190001,22.333584,110330800
2016-02-26,24.299999,24.504999,24.145000,24.227501,22.368206,115964400
2016-02-29,24.215000,24.557501,24.162500,24.172501,22.317430,140865200
2016-03-01,24.412500,25.192499,24.355000,25.132500,23.203754,201628400
2016-03-02,25.127501,25.222500,24.910000,25.187500,23.254524,132678400
2016-03-03,25.145000,25.427500,25.112499,25.375000,23.427645,147822800
2016-03-04,25.592501,25.937500,25.342501,25.752501,23.776171,184220400
2016-03-07,25.597500,25.707500,25.240000,25.467501,23.513044,143315600
2016-03-08,25.195000,25.440001,25.100000,25.257500,23.319160,126247600
2016-03-09,25.327499,25.395000,25.067499,25.280001,23.339935,108806800
2016-03-10,25.352501,25.559999,25.037500,25.292500,23.351475,134054400
2016-03-11,25.559999,25.570000,25.375000,25.565001,23.603067,109632800
2016-03-14,25.477501,25.727501,25.445000,25.629999,23.663074,100304400
2016-03-15,25.990000,26.295000,25.962500,26.145000,24.138548,160270800
2016-03-16,26.152500,26.577499,26.147499,26.492500,24.459381,153214000
2016-03-17,26.379999,26.617500,26.240000,26.450001,24.420141,137682800
2016-03-18,26.584999,26.625000,26.297501,26.480000,24.447842,176820800
2016-03-21,26.482500,26.912500,26.285000,26.477501,24.445536,142010800
2016-03-22,26.312500,26.822500,26.302500,26.680000,24.632494,129777600
2016-03-23,26.620001,26.767500,26.475000,26.532499,24.496307,102814000
2016-03-24,26.367500,26.562500,26.222500,26.417500,24.390139,104532000
2016-03-28,26.500000,26.547501,26.264999,26.297501,24.279350,77645600
2016-03-29,26.222500,26.947500,26.219999,26.920000,24.854076,124760400
2016-03-30,27.162500,27.605000,27.150000,27.389999,25.288006,182404400
2016-03-31,27.430000,27.475000,27.219999,27.247499,25.156443,103553600
2016-04-01,27.195000,27.500000,27.049999,27.497499,25.387255,103496000
2016-04-04,27.605000,28.047501,27.567499,27.780001,25.648075,149424800
2016-04-05,27.377501,27.682501,27.355000,27.452499,25.345713,106314800
2016-04-06,27.557501,27.745001,27.299999,27.740000,25.611139,105616400
2016-04-07,27.487499,27.605000,27.030001,27.135000,25.052574,127207600
2016-04-08,27.227501,27.442499,27.042500,27.165001,25.080271,94326800
2016-04-11,27.242500,27.652500,27.207500,27.254999,25.163366,117630000
2016-04-12,27.334999,27.625000,27.165001,27.610001,25.491125,108929200
2016-04-13,27.700001,28.084999,27.700001,28.010000,25.860426,133029200
2016-04-14,27.905001,28.097500,27.832500,28.025000,25.874269,101895600
2016-04-15,28.027500,28.075001,27.432501,27.462500,25.354939,187756000
2016-04-18,27.222500,27.237499,26.735001,26.870001,24.807915,243286000
2016-04-19,26.969999,27.000000,26.557501,26.727501,24.676342,129539600
2016-04-20,26.660000,27.022499,26.514999,26.782499,24.727125,122444000
2016-04-21,26.732500,26.732500,26.379999,26.492500,24.459381,126210000
2016-04-22,26.252501,26.620001,26.155001,26.420000,24.392448,134732400
2016-04-25,26.250000,26.412500,26.127501,26.270000,24.253958,112126400
2016-04-26,25.977501,26.325001,25.977501,26.087500,24.085466,224064800
2016-04-27,24.000000,24.677500,23.920000,24.455000,22.578245,458408400
2016-04-28,24.402500,24.469999,23.562500,23.707500,21.888113,328970800
2016-04-29,23.497499,23.680000,23.127501,23.434999,21.636520,274126000
2016-05-02,23.492500,23.520000,23.100000,23.410000,21.613445,192640400
2016-05-03,23.549999,23.934999,23.420000,23.795000,21.968899,227325200
2016-05-04,23.799999,23.975000,23.455000,23.547501,21.740391,164102000
2016-05-05,23.500000,23.517500,23.170000,23.309999,21.652147,143562000
2016-05-06,23.342501,23.362499,22.962500,23.180000,21.531397,174799600
2016-05-09,23.250000,23.442499,23.147499,23.197500,21.547647,131745600
2016-05-10,23.332500,23.392500,23.027500,23.355000,21.693949,134747200
2016-05-11,23.370001,23.392500,23.115000,23.127501,21.482624,114876400
2016-05-12,23.180000,23.195000,22.367500,22.584999,20.978710,305258800
2016-05-13,22.500000,22.917500,22.500000,22.629999,21.020512,177571200
2016-05-16,23.097500,23.597500,22.912500,23.469999,21.800770,245039200
2016-05-17,23.637501,23.674999,23.252501,23.372499,21.710205,187667600
2016-05-18,23.540001,23.802500,23.472500,23.639999,21.958675,168249600
2016-05-19,23.660000,23.660000,23.392500,23.549999,21.875074,121768400
2016-05-20,23.660000,23.857500,23.629999,23.805000,22.111942,128104000
2016-05-23,23.967501,24.297501,23.917500,24.107500,22.392923,152074400
2016-05-24,24.305000,24.522499,24.209999,24.475000,22.734289,140560800
2016-05-25,24.667500,24.934999,24.527500,24.905001,23.133705,152675200
2016-05-26,24.920000,25.182501,24.660000,25.102501,23.317167,225324800
2016-05-27,24.860001,25.117500,24.812500,25.087500,23.303230,145364800
2016-05-31,24.900000,25.100000,24.705000,24.965000,23.189440,169228800
2016-06-01,24.754999,24.885000,24.582500,24.615000,22.864334,116693200
2016-06-02,24.400000,24.459999,24.157499,24.430000,22.692488,160766400
2016-06-03,24.447500,24.567499,24.362499,24.480000,22.738934,114019600
2016-06-06,24.497499,25.472500,24.387501,24.657499,22.903811,93170000
2016-06-07,24.812500,24.967501,24.740000,24.757500,22.996700,89638000
2016-06-08,24.754999,24.889999,24.670000,24.735001,22.975801,83392400
2016-06-09,24.625000,24.997499,24.615000,24.912500,23.140673,106405600
2016-06-10,24.632500,24.837500,24.620001,24.707500,22.950254,126851600
2016-06-13,24.672501,24.780001,24.275000,24.334999,22.604246,152082000
2016-06-14,24.330000,24.620001,24.187500,24.365000,22.632111,127727600
2016-06-15,24.455000,24.602501,24.257500,24.285000,22.557804,117780800
2016-06-16,24.112499,24.437500,24.017500,24.387501,22.653013,125307200
2016-06-17,24.155001,24.162500,23.825001,23.832500,22.137486,244032800
2016-06-20,24.000000,24.142500,23.757500,23.775000,22.084076,137647600
2016-06-21,23.735001,24.087500,23.670000,23.977501,22.272175,142185600
2016-06-22,24.062500,24.222500,23.837500,23.887501,22.188578,116876400
2016-06-23,23.985001,24.072500,23.812500,24.025000,22.316299,128960800
2016-06-24,23.227501,23.665001,23.162500,23.350000,21.689308,301245600
2016-06-27,23.250000,23.262501,22.875000,23.010000,21.373480,181958400
2016-06-28,23.225000,23.415001,23.035000,23.397499,21.733423,161779600
2016-06-29,23.492500,23.637501,23.407499,23.600000,21.921524,146124000
2016-06-30,23.610001,23.942499,23.575001,23.900000,22.200184,143345600
2016-07-01,23.872499,24.117500,23.832500,23.972500,22.267527,104106000
2016-07-05,23.847500,23.850000,23.615000,23.747499,22.058533,110820800
2016-07-06,23.650000,23.915001,23.592501,23.882500,22.183928,123796400
2016-07-07,23.924999,24.125000,23.905001,23.985001,22.279142,100558400
2016-07-08,24.122499,24.222500,24.012501,24.170000,22.450979,115648400
2016-07-11,24.187500,24.412500,24.182501,24.245001,22.520649,95179600
2016-07-12,24.292500,24.424999,24.280001,24.355000,22.622820,96670000
2016-07-13,24.352501,24.417500,24.209999,24.217501,22.495106,103568800
2016-07-14,24.347500,24.747499,24.330000,24.697500,22.940964,155676000
2016-07-15,24.730000,24.825001,24.625000,24.695000,22.938646,120548000
2016-07-18,24.674999,25.032499,24.650000,24.957500,23.182476,145975600
2016-07-19,24.889999,25.000000,24.834999,24.967501,23.191761,95119600
2016-07-20,25.000000,25.115000,24.934999,24.990000,23.212666,105104000
2016-07-21,24.957500,25.250000,24.782499,24.857500,23.089588,130808000
2016-07-22,24.815001,24.825001,24.577499,24.665001,22.910774,113254800
2016-07-25,24.562500,24.709999,24.230000,24.334999,22.604246,161531600
2016-07-26,24.205000,24.492500,24.105000,24.167500,22.448656,224959200
2016-07-27,26.067499,26.087500,25.687500,25.737499,23.906994,369379200
2016-07-28,25.707500,26.112499,25.705000,26.084999,24.229790,159479200
2016-07-29,26.047501,26.137501,25.920000,26.052500,24.199593,110934800
2016-08-01,26.102501,26.537500,26.102501,26.512501,24.626884,152671600
2016-08-02,26.512501,26.517500,26.000000,26.120001,24.262300,135266400
2016-08-03,26.202499,26.459999,26.192499,26.447500,24.566504,120810400
2016-08-04,26.395000,26.500000,26.320000,26.467501,24.718264,109634800
2016-08-05,26.567499,26.912500,26.545000,26.870001,25.094164,162213600
2016-08-08,26.879999,27.092501,26.790001,27.092501,25.301956,112148800
2016-08-09,27.057501,27.235001,27.002501,27.202499,25.404684,105260800
2016-08-10,27.177500,27.225000,26.940001,27.000000,25.215570,96034000
2016-08-11,27.129999,27.232500,26.962500,26.982500,25.199224,109938000
2016-08-12,26.945000,27.110001,26.945000,27.045000,25.257597,74641600
2016-08-15,27.035000,27.385000,27.020000,27.370001,25.561115,103472800
2016-08-16,27.407499,27.557501,27.302500,27.344999,25.537769,135177600
2016-08-17,27.275000,27.342501,27.084999,27.305000,25.500408,101424000
2016-08-18,27.307501,27.400000,27.254999,27.270000,25.467726,87938800
2016-08-19,27.192499,27.422501,27.090000,27.340000,25.533100,101472400
2016-08-22,27.215000,27.275000,26.962500,27.127501,25.334639,103280800
2016-08-23,27.147499,27.330000,27.132500,27.212500,25.414024,85030800
2016-08-24,27.142500,27.187500,26.920000,27.007500,25.222574,94700400
2016-08-25,26.847500,26.969999,26.670000,26.892500,25.115175,100344800
2016-08-26,26.852501,26.987499,26.577499,26.735001,24.968084,111065200
2016-08-29,26.655001,26.860001,26.572500,26.705000,24.940065,99881200
2016-08-30,26.450001,26.625000,26.375000,26.500000,24.748621,99455600
2016-08-31,26.415001,26.642500,26.410000,26.525000,24.771959,118649600
2016-09-01,26.535000,26.700001,26.405001,26.682501,24.919050,106806000
2016-09-02,26.924999,27.000000,26.705000,26.932501,25.152531,107210000
2016-09-06,26.975000,27.075001,26.877501,26.924999,25.145527,107521600
2016-09-07,26.957500,27.190001,26.767500,27.090000,25.299622,169457200
2016-09-08,26.812500,26.817499,26.309999,26.379999,24.636547,212008000
2016-09-09,26.160000,26.430000,25.782499,25.782499,24.078527,186228000
2016-09-12,25.662500,26.430000,25.632500,26.360001,24.617867,181171200
2016-09-13,26.877501,27.197500,26.809999,26.987499,25.203896,248704800
2016-09-14,27.182501,28.257500,27.150000,27.942499,26.095781,443554800
2016-09-15,28.465000,28.932501,28.372499,28.892500,26.982994,359934400
2016-09-16,28.780001,29.032499,28.510000,28.730000,26.831238,319547600
2016-09-19,28.797501,29.045000,28.312500,28.395000,26.518372,188092000
2016-09-20,28.262501,28.530001,28.127501,28.392500,26.516043,138057200
2016-09-21,28.462500,28.497499,28.110001,28.387501,26.511370,144012800
2016-09-22,28.587500,28.735001,28.500000,28.655001,26.761190,124296000
2016-09-23,28.605000,28.697500,27.887501,28.177500,26.315245,209924800
2016-09-26,27.910000,28.347500,27.887501,28.219999,26.354942,119477600
2016-09-27,28.250000,28.295000,28.084999,28.272499,26.403963,98429600
2016-09-28,28.422501,28.660000,28.357500,28.487499,26.604761,118564400
2016-09-29,28.290001,28.450001,27.950001,28.045000,26.191505,143548000
2016-09-30,28.115000,28.342501,27.950001,28.262501,26.394629,145516400
2016-10-03,28.177500,28.262501,28.070000,28.129999,26.270884,86807200
2016-10-04,28.264999,28.577499,28.157499,28.250000,26.382957,118947200
2016-10-05,28.350000,28.415001,28.172501,28.262501,26.394629,85812400
2016-10-06,28.424999,28.584999,28.282499,28.472500,26.590755,115117200
2016-10-07,28.577499,28.639999,28.377501,28.514999,26.630444,97433600
2016-10-10,28.754999,29.187500,28.680000,29.012501,27.095064,144944000
2016-10-11,29.424999,29.672501,29.049999,29.075001,27.153429,256164000
2016-10-12,29.337500,29.495001,29.187500,29.334999,27.396250,150347200
2016-10-13,29.197500,29.360001,28.930000,29.245001,27.312199,140769600
2016-10-14,29.469999,29.542500,29.282499,29.407499,27.463955,142608800
2016-10-17,29.332500,29.459999,29.195000,29.387501,27.445280,94499600
2016-10-18,29.545000,29.552500,29.362499,29.367500,27.426601,98214000
2016-10-19,29.312500,29.440001,28.450001,29.280001,27.344881,80138400
2016-10-20,29.215000,29.344999,29.082500,29.264999,27.330875,96503200
2016-10-21,29.202499,29.227501,29.070000,29.150000,27.223475,92770800
2016-10-24,29.275000,29.434999,29.250000,29.412500,27.468632,94154800
2016-10-25,29.487499,29.590000,29.327499,29.562500,27.608711,192516000
2016-10-26,28.577499,28.924999,28.327499,28.897499,26.987665,264536800
2016-10-27,28.847500,28.965000,28.525000,28.620001,26.728500,138248000
2016-10-28,28.467501,28.802500,28.362499,28.430000,26.551060,151446800
2016-10-31,28.412500,28.557501,28.299999,28.385000,26.509035,105677600
2016-11-01,28.365000,28.442499,27.632500,27.872499,26.030405,175303200
2016-11-02,27.850000,28.087500,27.807501,27.897499,26.053753,113326800
2016-11-03,27.745001,27.865000,27.387501,27.457500,25.774494,107730400
2016-11-04,27.132500,27.562500,27.027500,27.209999,25.542158,123348000
2016-11-07,27.520000,27.627501,27.365000,27.602501,25.910601,130240000
2016-11-08,27.577499,27.930000,27.424999,27.764999,26.063139,97016800
2016-11-09,27.469999,27.830000,27.012501,27.719999,26.020903,236705600
2016-11-10,27.772499,27.772499,26.457500,26.947500,25.295752,228538000
2016-11-11,26.780001,27.217501,26.637501,27.107500,25.445944,136575600
2016-11-14,26.927500,26.952499,26.020000,26.427500,24.807625,204702000
2016-11-15,26.642500,26.920000,26.540001,26.777500,25.136171,129058000
2016-11-16,26.674999,27.557501,26.650000,27.497499,25.812035,235362000
2016-11-17,27.452499,27.587500,27.207500,27.487499,25.802647,110528000
2016-11-18,27.430000,27.635000,27.415001,27.514999,25.828463,113715600
2016-11-21,27.530001,27.997499,27.502501,27.932501,26.220375,117058400
2016-11-22,27.987499,28.105000,27.850000,27.950001,26.236801,103862000
2016-11-23,27.840000,27.877501,27.582500,27.807501,26.103033,109705600
2016-11-25,27.782499,27.967501,27.737499,27.947500,26.234457,45903600
2016-11-28,27.857500,28.117500,27.847500,27.892500,26.182825,108776000
2016-11-29,27.695000,28.007500,27.517500,27.865000,26.157009,114115200
2016-11-30,27.900000,28.049999,27.567499,27.629999,25.936415,144649200
2016-12-01,27.592501,27.735001,27.257500,27.372499,25.694698,148347600
2016-12-02,27.292500,27.522499,27.212500,27.475000,25.790916,106112000
2016-12-05,27.500000,27.507500,27.062500,27.277500,25.605520,137298000
2016-12-06,27.375000,27.590000,27.297501,27.487499,25.802647,104782000
2016-12-07,27.315001,27.797501,27.290001,27.757500,26.056103,119994800
2016-12-08,27.715000,28.107500,27.650000,28.030001,26.311903,108273200
2016-12-09,28.077499,28.674999,28.077499,28.487499,26.741354,137610400
2016-12-12,28.322500,28.750000,28.122499,28.325001,26.588810,105497600
2016-12-13,28.459999,28.980000,28.437500,28.797501,27.032351,174935200
2016-12-14,28.760000,29.049999,28.745001,28.797501,27.032351,136127200
2016-12-15,28.844999,29.182501,28.807501,28.955000,27.180204,186098000
2016-12-16,29.117500,29.125000,28.912500,28.992500,27.215403,177404400
2016-12-19,28.950001,29.344999,28.937500,29.160000,27.372635,111117600
2016-12-20,29.184999,29.375000,29.170000,29.237499,27.445381,85700000
2016-12-21,29.200001,29.350000,29.195000,29.264999,27.471199,95132800
2016-12-22,29.087500,29.127501,28.910000,29.072500,27.290497,104343600
2016-12-23,28.897499,29.129999,28.897499,29.129999,27.344473,56998000
2016-12-27,29.129999,29.450001,29.122499,29.315001,27.518143,73187600
2016-12-28,29.379999,29.504999,29.049999,29.190001,27.400797,83623600
2016-12-29,29.112499,29.277500,29.100000,29.182501,27.393753,60158000
2016-12-30,29.162500,29.299999,28.857500,28.955000,27.180204,122345200
2017-01-03,28.950001,29.082500,28.690001,29.037500,27.257639,115127600
2017-01-04,28.962500,29.127501,28.937500,29.004999,27.227137,84472400
2017-01-05,28.980000,29.215000,28.952499,29.152500,27.365599,88774400
2017-01-06,29.195000,29.540001,29.117500,29.477501,27.670677,127007600
2017-01-09,29.487499,29.857500,29.485001,29.747499,27.924128,134247600
2017-01-10,29.692499,29.844999,29.575001,29.777500,27.952288,97848400
2017-01-11,29.684999,29.982500,29.650000,29.937500,28.102476,110354400
2017-01-12,29.725000,29.825001,29.552500,29.812500,27.985140,108344800
2017-01-13,29.777500,29.905001,29.702499,29.760000,27.935862,104447600
2017-01-17,29.584999,30.059999,29.555000,30.000000,28.161144,137759200
2017-01-18,30.000000,30.125000,29.927500,29.997499,28.158804,94852000
2017-01-19,29.850000,30.022499,29.842501,29.945000,28.109520,102389200
2017-01-20,30.112499,30.112499,29.932501,30.000000,28.161144,130391600
2017-01-23,30.000000,30.202499,29.942499,30.020000,28.179920,88200800
2017-01-24,29.887501,30.025000,29.875000,29.992500,28.154102,92844000
2017-01-25,30.105000,30.525000,30.070000,30.469999,28.602337,129510400
2017-01-26,30.417500,30.610001,30.400000,30.485001,28.616421,105350400
2017-01-27,30.535000,30.587500,30.400000,30.487499,28.618765,82251600
2017-01-30,30.232500,30.407499,30.165001,30.407499,28.543669,121510000
